submitted_at,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,O,C,E,A,N,arquetipo,edad,genero,estado,municipio
13/07/2026 07:06:08,3,3,3,3,4,4,4,1,3,4,3,3,4,5,5,2,3,2,3,4,3.0,4.25,3.25,4.5,2.5,El Ancla Emocional,22,Femenino,Guanajuato,Celaya
25/07/2026 19:02:44,5,4,5,1,3,3,2,2,4,4,4,2,3,3,3,2,3,4,3,3,4.75,3.0,4.0,3.25,3.25,El Explorador Distraído,25,Femenino,Guanajuato,Leon
08/07/2026 17:42:26,3,3,3,3,5,5,5,2,3,2,2,4,2,3,3,2,3,3,3,3,3.0,4.75,2.25,3.0,3.0,El Arquitecto Silencioso,31,Otro,Guanajuato,Valle de Santiago
16/07/2026 15:39:47,4,4,3,3,3,4,3,1,4,5,5,3,3,4,4,2,2,2,2,3,3.5,3.75,4.25,3.75,2.25,El Carismático Estable,18,Femenino,Guanajuato,Leon
19/07/2026 01:00:08,3,3,2,3,4,4,3,2,4,4,4,2,5,5,5,2,2,2,2,3,2.75,3.75,4.0,4.75,2.25,El Ancla Emocional,18,Masculino,Estado de Mexico,N/A
06/07/2026 19:25:57,4,4,4,2,2,2,2,3,4,4,4,1,3,3,3,3,3,3,3,2,4.0,2.25,4.25,3.0,3.25,El Improvisador de Oficio,19,Otro,Guanajuato,San Luis de la Paz
04/08/2026 08:00:47,4,3,3,2,3,3,3,4,2,3,3,3,3,3,3,2,5,5,5,1,3.5,2.75,2.75,3.25,5.0,El Sensible Espontáneo,24,Femenino,Guanajuato,San Miguel de Allende
22/07/2026 00:19:28,5,5,4,2,3,2,3,3,3,3,2,2,4,4,3,2,4,4,3,3,4.5,2.75,3.0,3.75,3.5,El Explorador Distraído,25,Masculino,Guanajuato,Salamanca
29/07/2026 17:49:27,2,2,2,4,3,4,4,2,2,2,2,3,4,5,5,2,3,3,3,3,2.0,3.75,2.25,4.5,3.0,El Guardián Leal,28,Otro,Guanajuato,Valle de Santiago
25/07/2026 07:47:33,2,2,2,4,5,5,4,2,3,3,3,4,3,3,4,3,2,2,3,4,2.0,4.5,2.75,3.25,2.25,El Guardián del Método,26,Masculino,Guanajuato,Celaya
09/07/2026 13:50:15,2,2,2,5,3,4,3,3,3,3,3,2,5,5,5,1,2,3,3,3,1.75,3.25,3.25,5.0,2.75,El Guardián Leal,28,Masculino,Queretaro,N/A
17/07/2026 18:05:52,4,4,4,2,2,2,2,3,3,3,2,3,2,2,1,3,5,5,5,1,4.0,2.25,2.75,2.0,5.0,El Escéptico Emocional,19,Femenino,Guanajuato,Celaya
27/07/2026 16:27:02,3,3,4,3,3,3,3,3,2,3,2,4,5,5,5,2,2,3,3,3,3.25,3.0,2.25,4.75,2.75,El Empático Reservado,21,Femenino,Guanajuato,Silao
24/07/2026 00:33:42,3,3,3,3,3,4,3,3,5,5,5,1,4,4,4,1,2,2,3,4,3.0,3.25,5.0,4.25,2.25,El Carismático Estable,18,Femenino,Guanajuato,San Miguel de Allende
12/07/2026 07:11:34,5,5,5,1,3,2,3,3,4,4,4,3,3,3,3,2,1,2,2,4,5.0,2.75,3.75,3.25,1.75,El Visionario Sereno,18,Masculino,Guanajuato,Irapuato
24/07/2026 18:35:44,5,4,5,2,3,2,2,4,5,5,5,2,3,4,4,3,4,3,3,2,4.5,2.25,4.75,3.5,3.5,El Improvisador de Oficio,33,Femenino,Guanajuato,Celaya
11/07/2026 08:55:27,4,4,4,3,4,4,4,2,3,3,3,3,3,2,2,3,3,3,3,4,3.75,4.0,3.0,2.5,2.75,El Estratega Sin Rodeos,26,Otro,Guanajuato,Guanajuato
19/07/2026 11:39:46,4,4,3,2,2,2,3,3,3,4,4,4,5,3,4,1,3,4,4,4,3.75,2.5,3.25,4.25,3.25,El Buen Corazón Distraído,22,Masculino,Guanajuato,Dolores Hidalgo
14/07/2026 02:49:35,2,3,3,3,4,3,4,1,1,1,2,5,3,3,3,3,2,3,2,3,2.75,4.0,1.25,3.0,2.5,El Arquitecto Silencioso,23,Femenino,Jalisco,N/A
20/07/2026 16:39:15,2,2,2,3,3,3,3,3,3,3,3,2,5,5,4,2,2,2,2,3,2.25,3.0,3.25,4.5,2.25,El Guardián Leal,25,Masculino,Guanajuato,Celaya
29/07/2026 19:16:11,2,2,2,5,5,5,5,1,1,1,1,4,4,4,4,3,3,2,3,3,1.75,5.0,1.25,3.75,2.75,El Arquitecto Silencioso,27,Femenino,Guanajuato,San Miguel de Allende
14/07/2026 13:57:51,4,4,4,2,3,3,4,4,3,3,3,3,4,4,4,2,4,3,2,3,4.0,3.0,3.0,4.0,3.0,El Buen Corazón Distraído,24,Femenino,Guanajuato,Celaya
09/07/2026 11:26:53,4,3,4,2,4,4,4,2,1,1,1,4,3,3,2,1,3,3,3,2,3.75,4.0,1.25,3.25,3.25,El Arquitecto Silencioso,19,Femenino,Guanajuato,Valle de Santiago
22/07/2026 08:02:11,4,3,4,1,2,2,1,4,3,4,3,2,5,5,5,1,2,2,2,5,4.0,1.75,3.5,5.0,1.75,El Buen Corazón Distraído,28,Otro,Queretaro,N/A
15/07/2026 04:55:47,4,4,4,2,3,3,3,3,3,3,2,4,4,4,4,4,3,4,4,2,4.0,3.0,2.5,3.5,3.75,El Filósofo de Bolsillo,29,Masculino,Guanajuato,Dolores Hidalgo
29/07/2026 10:18:44,2,3,2,3,3,2,4,4,4,4,4,2,4,3,4,2,2,2,2,4,2.5,2.75,4.0,3.75,2.0,El Carismático Estable,22,Femenino,Guanajuato,San Luis de la Paz
28/07/2026 23:23:50,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,2,3.25,2.25,3.0,3.0,4.75,El Sensible Espontáneo,30,Femenino,Guanajuato,Valle de Santiago
05/07/2026 18:45:52,1,2,2,4,5,5,5,3,4,4,4,3,4,3,4,1,3,3,3,3,1.75,4.5,3.75,4.0,3.0,El Guardián del Método,23,Femenino,Guanajuato,Irapuato
11/07/2026 11:21:59,3,2,3,1,3,3,3,3,3,3,3,3,4,4,4,3,5,4,4,1,3.25,3.0,3.0,3.75,4.5,El Sensible Espontáneo,18,Otro,Guanajuato,Leon
25/07/2026 22:59:51,5,5,5,1,2,3,2,3,4,5,5,2,4,4,4,2,2,2,2,3,5.0,2.5,4.5,4.0,2.25,El Visionario Sereno,21,Masculino,Guanajuato,Guanajuato
16/07/2026 06:30:44,3,3,4,1,4,3,4,2,3,3,3,2,5,4,5,1,4,3,3,3,3.75,3.75,3.25,4.75,3.25,El Empático Reservado,27,Masculino,Guanajuato,Leon
02/08/2026 02:27:15,3,3,3,3,2,2,2,2,2,2,2,4,3,3,3,3,4,4,4,1,3.0,2.5,2.0,3.0,4.25,El Introspectivo Profundo,18,Masculino,Guanajuato,Guanajuato
31/07/2026 18:33:08,2,2,3,4,3,3,4,3,4,4,4,3,5,5,5,1,3,3,3,4,2.25,3.25,3.75,5.0,2.75,El Guardián Leal,24,Masculino,Guanajuato,San Luis de la Paz
28/07/2026 00:09:03,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,2,4,4,4,1,2.75,2.75,2.75,3.25,4.25,El Preocupado Metódico,18,Masculino,Guanajuato,Irapuato
25/07/2026 04:42:36,3,3,2,2,4,3,4,2,2,2,2,2,5,5,5,1,3,3,3,3,3.0,3.75,2.5,5.0,3.0,El Empático Reservado,33,Masculino,Jalisco,N/A
29/07/2026 18:56:46,5,5,5,2,2,2,2,4,3,4,4,2,4,4,4,3,2,3,2,2,4.75,2.0,3.75,3.75,2.75,El Explorador Distraído,21,Masculino,Guanajuato,Salamanca
20/07/2026 22:09:34,2,1,2,4,3,3,2,4,3,3,2,3,3,4,3,3,5,5,4,1,1.75,2.5,2.75,3.25,4.75,El Preocupado Metódico,32,Femenino,Guanajuato,Salamanca
11/07/2026 11:37:52,3,3,3,3,4,4,4,3,3,3,3,3,2,3,2,4,3,3,3,3,3.0,3.75,3.0,2.25,3.0,El Estratega Sin Rodeos,32,Femenino,Guanajuato,Valle de Santiago
02/08/2026 23:33:09,3,4,3,2,5,5,5,2,2,2,2,4,3,3,4,3,3,3,3,3,3.5,4.75,2.0,3.25,3.0,El Arquitecto Silencioso,21,Femenino,Jalisco,N/A
27/07/2026 21:26:19,1,2,2,3,4,4,3,1,3,3,3,4,5,5,5,2,4,3,3,2,2.0,4.0,2.75,4.75,3.5,El Guardián Leal,23,Masculino,Guanajuato,Leon
27/07/2026 20:08:09,5,5,5,1,2,3,3,4,3,3,3,3,4,3,3,2,3,3,3,2,5.0,2.5,3.0,3.5,3.25,El Explorador Distraído,23,Femenino,Guanajuato,Guanajuato
03/08/2026 18:49:16,5,5,4,2,4,3,3,4,3,4,4,3,3,3,4,3,4,4,4,3,4.5,3.0,3.5,3.25,3.75,El Explorador Distraído,22,Femenino,Guanajuato,Salamanca
11/07/2026 16:04:23,4,4,4,2,4,3,3,2,4,4,3,2,4,3,4,3,5,4,4,2,4.0,3.5,3.75,3.5,4.25,El Sensible Espontáneo,26,Femenino,Guanajuato,Silao
26/07/2026 11:12:48,4,4,3,3,4,4,4,1,4,5,4,2,4,3,3,2,1,2,2,4,3.5,4.25,4.25,3.5,1.75,El Carismático Estable,22,Femenino,Guanajuato,Guanajuato
24/07/2026 20:57:07,3,3,3,3,3,3,3,4,5,5,5,1,5,4,5,2,2,1,1,5,3.0,2.75,5.0,4.5,1.25,El Carismático Estable,24,Masculino,Guanajuato,Celaya
26/07/2026 15:32:28,1,1,1,4,4,5,4,3,2,2,2,5,4,4,4,2,3,3,2,3,1.25,4.0,1.75,4.0,2.75,El Guardián Leal,31,Femenino,Guanajuato,Irapuato
01/08/2026 00:31:55,4,3,4,1,4,4,4,2,3,2,3,3,4,4,4,2,2,2,2,3,4.0,4.0,2.75,4.0,2.25,El Ancla Emocional,18,Masculino,Guanajuato,San Miguel de Allende
16/07/2026 19:04:38,5,4,4,4,3,3,2,2,5,4,5,1,3,3,3,1,2,2,2,4,3.75,3.0,4.75,3.5,2.0,El Carismático Estable,18,Otro,Queretaro,N/A
26/07/2026 23:22:40,5,5,5,1,2,1,3,4,3,3,3,1,3,3,3,1,3,3,3,3,5.0,2.0,3.5,3.5,3.0,El Explorador Distraído,31,Masculino,Guanajuato,Guanajuato
30/07/2026 08:16:21,3,3,3,4,3,3,3,4,2,2,2,3,3,3,4,1,5,4,5,2,2.75,2.75,2.25,3.75,4.5,El Introspectivo Profundo,24,Masculino,Guanajuato,Leon
25/07/2026 17:57:28,4,3,3,4,4,4,4,2,2,3,2,4,2,2,3,4,3,2,2,4,3.0,4.0,2.25,2.25,2.25,El Arquitecto Silencioso,22,Femenino,Guanajuato,Dolores Hidalgo
11/07/2026 06:10:38,4,4,3,2,2,2,2,5,3,3,3,2,4,4,4,1,5,5,5,1,3.75,1.75,3.25,4.25,5.0,El Sensible Espontáneo,26,Femenino,Guanajuato,Silao
31/07/2026 22:07:11,5,5,5,1,2,2,2,2,3,4,4,2,3,3,4,2,2,2,3,2,5.0,2.5,3.75,3.5,2.75,El Explorador Distraído,19,Femenino,Guanajuato,Leon
07/07/2026 23:44:52,4,4,5,1,3,2,2,4,4,3,4,3,3,2,3,2,3,3,3,3,4.5,2.25,3.5,3.0,3.0,El Explorador Distraído,34,Femenino,Guanajuato,Salamanca
15/07/2026 07:45:58,4,5,4,2,5,5,5,1,3,3,3,3,3,3,3,3,2,3,3,3,4.25,5.0,3.0,3.0,2.75,El Ejecutor Imparable,18,Masculino,Estado de Mexico,N/A
17/07/2026 08:47:25,4,4,5,1,4,4,4,3,4,4,4,1,3,3,3,2,2,2,1,4,4.5,3.75,4.25,3.25,1.75,El Visionario Sereno,25,Femenino,Guanajuato,Salamanca
19/07/2026 17:12:14,4,4,4,3,3,3,3,2,3,2,2,3,3,2,3,4,5,4,5,1,3.75,3.25,2.5,2.5,4.75,El Introspectivo Profundo,24,Otro,Queretaro,N/A
07/07/2026 23:56:33,3,2,2,3,5,5,4,2,4,4,3,4,4,4,4,1,4,4,4,3,2.5,4.5,3.25,4.25,3.75,El Guardián del Método,25,Masculino,Guanajuato,San Luis de la Paz
07/07/2026 03:36:42,5,4,4,2,2,2,2,3,3,2,2,3,3,2,2,3,4,3,4,2,4.25,2.25,2.5,2.5,3.75,El Explorador Distraído,23,Femenino,Queretaro,N/A
12/07/2026 09:51:55,4,4,4,3,2,2,3,4,2,3,3,3,3,3,4,3,4,4,4,1,3.75,2.25,2.75,3.25,4.25,El Sensible Espontáneo,20,Otro,Guanajuato,Guanajuato
02/08/2026 00:29:31,3,3,3,3,4,4,5,2,4,4,3,5,4,5,4,2,2,3,3,4,3.0,4.25,3.0,4.25,2.5,El Ancla Emocional,25,Femenino,Guanajuato,San Miguel de Allende
06/07/2026 17:02:08,4,3,4,2,3,4,3,4,3,3,3,2,3,2,3,3,4,4,4,2,3.75,3.0,3.25,2.75,4.0,El Escéptico Emocional,19,Prefiero no decir,Guanajuato,Leon
16/07/2026 23:19:07,5,4,4,2,3,3,4,2,4,4,5,1,3,3,4,3,2,3,3,3,4.25,3.5,4.5,3.25,2.75,El Carismático Estable,27,Femenino,Guanajuato,Dolores Hidalgo
03/08/2026 20:06:50,3,2,2,3,4,5,5,1,5,5,5,2,4,5,5,2,3,3,2,3,2.5,4.75,4.75,4.5,2.75,El Alma Práctica de la Fiesta,24,Masculino,Queretaro,N/A
02/08/2026 06:48:38,5,4,4,1,4,4,3,3,3,5,4,2,3,2,3,4,4,4,4,2,4.5,3.5,4.0,2.5,4.0,El Crítico Creativo,32,Otro,Ciudad de Mexico,N/A
26/07/2026 10:27:27,3,3,3,3,4,3,4,1,4,4,4,1,5,5,5,3,1,1,2,4,3.0,4.0,4.25,4.5,1.5,El Ancla Emocional,21,Femenino,Guanajuato,Leon
21/07/2026 19:42:46,3,4,4,1,4,3,3,3,4,4,5,1,3,3,3,3,2,2,2,3,4.0,3.25,4.5,3.0,2.25,El Carismático Estable,20,Femenino,Guanajuato,Leon
24/07/2026 04:32:04,4,4,4,2,4,4,4,2,4,5,5,2,5,5,5,2,3,2,3,2,4.0,4.0,4.5,4.75,3.0,El Ancla Emocional,18,Masculino,Guanajuato,Valle de Santiago
23/07/2026 12:01:43,3,3,2,4,4,4,4,2,3,4,4,3,4,3,3,2,3,3,3,4,2.5,4.0,3.5,3.5,2.75,El Guardián del Método,28,Masculino,Queretaro,N/A
23/07/2026 09:32:21,3,3,3,2,4,4,4,2,5,5,5,2,3,3,3,1,2,2,3,5,3.25,4.0,4.75,3.5,2.0,El Carismático Estable,27,Femenino,Guanajuato,San Miguel de Allende
10/07/2026 01:33:16,3,3,4,2,3,4,4,2,4,4,4,2,4,3,4,2,2,2,2,4,3.5,3.75,4.0,3.75,2.0,El Carismático Estable,25,Masculino,Jalisco,N/A
03/08/2026 09:11:20,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4,5,5,2,3.75,3.75,3.25,3.0,4.5,El Escéptico Emocional,26,Femenino,Guanajuato,San Miguel de Allende
18/07/2026 10:26:35,3,3,3,3,5,5,5,2,3,3,3,2,4,3,4,1,3,3,3,4,3.0,4.75,3.25,4.0,2.75,El Ejecutor Imparable,27,Masculino,Guanajuato,Irapuato
11/07/2026 03:22:38,4,3,3,3,5,5,5,1,2,1,2,4,3,3,3,3,2,2,2,5,3.25,5.0,1.75,3.0,1.75,El Arquitecto Silencioso,22,Femenino,Guanajuato,Silao
19/07/2026 04:50:30,4,4,3,1,4,4,4,3,4,4,5,3,5,4,4,2,1,1,1,5,4.0,3.75,4.0,4.25,1.0,El Ancla Emocional,24,Prefiero no decir,Guanajuato,Guanajuato
30/07/2026 14:01:00,2,3,4,2,3,2,3,4,3,3,3,4,4,4,4,3,5,5,5,1,3.25,2.5,2.75,3.75,5.0,El Sensible Espontáneo,27,Femenino,Guanajuato,Valle de Santiago
15/07/2026 00:52:07,4,2,3,4,4,4,3,3,3,3,3,2,5,4,4,1,3,2,3,3,2.75,3.5,3.25,4.5,2.75,El Guardián Leal,19,Otro,Guanajuato,Valle de Santiago
13/07/2026 19:19:57,5,5,5,1,3,3,3,5,4,3,4,3,5,5,4,1,3,3,3,4,5.0,2.5,3.5,4.75,2.75,El Explorador Distraído,22,Femenino,Guanajuato,Guanajuato
15/07/2026 10:03:46,3,3,3,4,4,4,3,2,4,5,4,2,4,4,3,4,2,1,2,5,2.75,3.75,4.25,3.25,1.5,El Carismático Estable,27,Otro,Guanajuato,San Luis de la Paz
27/07/2026 04:34:06,4,5,4,1,4,3,4,2,4,5,4,1,5,5,5,2,3,2,3,3,4.5,3.75,4.5,4.75,2.75,El Ancla Emocional,26,Femenino,Guanajuato,Silao
24/07/2026 16:53:25,2,3,2,4,3,3,3,2,3,3,3,4,4,4,4,3,3,3,4,2,2.25,3.25,2.75,3.75,3.5,El Guardián Leal,18,Femenino,Guanajuato,Leon
27/07/2026 07:45:12,5,4,5,2,3,4,3,3,4,4,4,2,3,4,3,1,4,4,5,1,4.5,3.25,4.0,3.75,4.5,El Sensible Espontáneo,30,Femenino,Queretaro,N/A
07/07/2026 08:48:58,4,4,4,1,3,4,3,3,4,3,4,4,5,4,4,2,2,3,2,3,4.25,3.25,3.25,4.25,2.5,El Ancla Emocional,29,Femenino,Guanajuato,San Luis de la Paz
20/07/2026 17:22:32,3,3,3,4,4,4,4,2,3,3,3,5,5,4,4,2,2,2,2,3,2.75,4.0,2.5,4.25,2.25,El Ancla Emocional,30,Femenino,Guanajuato,Salamanca
29/07/2026 12:51:54,4,4,3,1,4,4,4,1,2,3,2,3,2,2,2,4,2,2,2,4,4.0,4.25,2.5,2.0,2.0,El Estratega Sin Rodeos,19,Femenino,Guanajuato,Celaya
24/07/2026 12:19:37,4,4,3,3,5,4,5,1,2,2,2,2,3,4,4,2,2,3,2,3,3.5,4.75,2.5,3.75,2.5,El Arquitecto Silencioso,18,Femenino,Guanajuato,Leon
15/07/2026 12:28:14,5,4,5,1,2,2,2,4,4,3,4,3,4,4,4,2,4,3,3,5,4.75,2.0,3.5,4.0,2.75,El Explorador Distraído,24,Masculino,Guanajuato,Leon
17/07/2026 19:19:03,4,4,4,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,1,4.0,3.0,2.5,3.0,3.75,El Filósofo de Bolsillo,21,Femenino,Ciudad de Mexico,N/A
22/07/2026 11:01:44,3,3,3,3,3,2,3,3,4,4,4,2,4,4,4,2,3,3,3,3,3.0,2.75,4.0,4.0,3.0,El Buen Corazón Distraído,30,Femenino,Guanajuato,Dolores Hidalgo
18/07/2026 05:20:19,2,2,2,3,5,4,4,1,3,3,3,2,3,3,3,4,4,3,3,2,2.25,4.5,3.25,2.75,3.5,El Guardián del Método,29,Otro,Queretaro,N/A
10/07/2026 02:35:42,1,2,1,4,3,3,4,2,3,3,3,3,5,4,4,2,3,3,3,3,1.5,3.5,3.0,4.25,3.0,El Guardián Leal,32,Femenino,Guanajuato,Valle de Santiago
24/07/2026 14:32:24,3,3,3,3,3,3,3,2,4,4,3,2,4,4,4,2,1,2,2,4,3.0,3.25,3.75,4.0,1.75,El Ancla Emocional,26,Femenino,Guanajuato,Valle de Santiago
19/07/2026 22:22:31,4,3,4,2,3,2,3,3,4,5,4,2,5,4,5,1,3,2,3,5,3.75,2.75,4.25,4.75,2.25,El Ancla Emocional,19,Masculino,Guanajuato,Salamanca
14/07/2026 17:11:56,4,4,4,3,4,4,4,2,1,1,1,3,4,3,4,2,1,1,1,3,3.75,4.0,1.5,3.75,1.5,El Arquitecto Silencioso,23,Femenino,Guanajuato,Dolores Hidalgo
04/08/2026 13:17:23,4,3,4,3,2,2,1,4,3,3,3,4,4,4,4,2,4,3,3,2,3.5,1.75,2.75,4.0,3.5,El Buen Corazón Distraído,18,Otro,Guanajuato,Leon
13/07/2026 14:14:39,1,2,2,3,4,5,4,2,3,3,3,4,4,5,5,1,3,3,4,2,2.0,4.25,2.75,4.75,3.5,El Guardián Leal,30,Masculino,Guanajuato,Leon
15/07/2026 09:02:20,3,4,3,4,5,5,5,2,5,4,4,1,3,4,4,3,3,2,3,4,3.0,4.75,4.5,3.5,2.5,El Ejecutor Imparable,23,Masculino,Guanajuato,Dolores Hidalgo
25/07/2026 01:39:24,2,2,3,4,3,3,3,2,3,3,3,3,5,5,5,1,3,3,3,3,2.25,3.25,3.0,5.0,3.0,El Guardián Leal,24,Masculino,Guanajuato,Leon
14/07/2026 03:08:39,5,4,5,1,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,4.75,2.75,3.25,3.25,3.0,El Explorador Distraído,19,Masculino,Guanajuato,Celaya
18/07/2026 04:31:42,4,4,3,2,3,4,4,2,4,4,3,2,5,5,5,3,5,4,4,2,3.75,3.75,3.75,4.5,4.25,El Guardián Leal,28,Masculino,Guanajuato,San Luis de la Paz
15/07/2026 11:26:11,1,2,2,4,5,4,4,3,3,2,3,4,5,4,4,2,3,3,3,3,1.75,4.0,2.5,4.25,3.0,El Guardián Leal,20,Masculino,Guanajuato,San Miguel de Allende
21/07/2026 04:32:29,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,5,5,5,3,2.75,2.75,2.75,3.25,4.5,El Preocupado Metódico,18,Femenino,Ciudad de Mexico,N/A
01/08/2026 05:38:57,3,3,3,3,5,5,5,1,3,2,3,4,3,3,4,4,2,2,3,4,3.0,5.0,2.5,3.0,2.25,El Ejecutor Imparable,18,Masculino,Guanajuato,Guanajuato
27/07/2026 14:00:24,4,4,5,1,1,1,1,5,2,2,3,4,3,2,3,3,4,4,3,2,4.5,1.0,2.25,2.75,3.75,El Explorador Distraído,19,Masculino,Guanajuato,Dolores Hidalgo
02/08/2026 05:21:55,4,3,3,3,2,3,3,2,5,5,5,1,3,3,3,3,2,3,3,4,3.25,3.0,5.0,3.0,2.5,El Carismático Estable,28,Masculino,Queretaro,N/A
15/07/2026 20:36:21,2,1,2,5,4,4,4,3,3,3,3,2,3,3,3,2,2,2,2,4,1.5,3.75,3.25,3.25,2.0,El Guardián del Método,18,Femenino,Guanajuato,Celaya
03/08/2026 10:22:51,4,3,3,2,3,3,3,4,5,5,5,1,4,4,3,3,1,2,2,4,3.5,2.75,5.0,3.5,1.75,El Carismático Estable,26,Masculino,Ciudad de Mexico,N/A
13/07/2026 21:20:18,4,4,4,2,3,3,4,2,4,5,4,1,4,4,4,2,2,2,2,4,4.0,3.5,4.5,4.0,2.0,El Carismático Estable,22,Femenino,Ciudad de Mexico,N/A
13/07/2026 10:19:11,5,5,5,1,4,3,4,2,3,3,4,2,3,3,3,3,3,3,4,3,5.0,3.75,3.5,3.0,3.25,El Crítico Creativo,18,Masculino,Guanajuato,Guanajuato
11/07/2026 19:23:47,5,5,5,2,3,2,2,5,4,4,4,2,4,3,3,3,3,3,3,3,4.75,2.0,4.0,3.25,3.0,El Explorador Distraído,27,Masculino,Guanajuato,San Luis de la Paz
20/07/2026 14:36:56,3,4,3,2,3,3,3,4,4,3,4,2,4,4,3,2,2,2,2,4,3.5,2.75,3.75,3.75,2.0,El Ancla Emocional,30,Otro,Guanajuato,Leon
06/07/2026 09:38:20,5,4,5,1,3,3,3,4,5,4,3,2,3,3,3,2,3,2,3,2,4.75,2.75,4.0,3.25,3.0,El Explorador Distraído,26,Femenino,Guanajuato,Irapuato
11/07/2026 16:53:11,5,5,5,1,2,2,3,3,3,4,4,2,3,4,5,2,3,2,2,4,5.0,2.5,3.75,4.0,2.25,El Visionario Sereno,18,Femenino,Guanajuato,Leon
24/07/2026 13:55:14,3,3,3,4,4,4,4,3,3,3,4,2,5,5,5,1,4,3,4,3,2.75,3.75,3.5,5.0,3.5,El Guardián Leal,32,Masculino,Queretaro,N/A
06/07/2026 22:35:16,2,3,4,4,3,4,4,2,4,4,4,3,5,5,5,1,3,2,2,4,2.75,3.75,3.75,5.0,2.25,El Ancla Emocional,18,Femenino,Guanajuato,Valle de Santiago
15/07/2026 13:02:21,3,3,3,3,5,4,5,2,5,4,4,3,5,5,5,1,5,4,5,2,3.0,4.5,4.0,5.0,4.5,El Guardián Leal,23,Masculino,Guanajuato,Irapuato
16/07/2026 05:49:03,2,3,2,3,3,3,3,4,4,3,3,2,4,4,4,2,4,5,4,1,2.5,2.75,3.5,4.0,4.5,El Preocupado Metódico,19,Masculino,Guanajuato,San Luis de la Paz
24/07/2026 01:44:02,3,3,3,2,1,1,1,4,3,3,3,4,3,2,3,3,4,4,4,2,3.25,1.25,2.75,2.75,4.0,El Sensible Espontáneo,18,Femenino,Guanajuato,Irapuato
13/07/2026 20:57:17,2,2,3,2,4,4,4,1,4,5,4,3,5,5,4,1,2,3,2,3,2.75,4.25,4.0,4.75,2.5,El Ancla Emocional,23,Femenino,Guanajuato,Dolores Hidalgo
12/07/2026 21:51:03,4,3,4,3,4,4,5,1,2,2,3,4,3,3,2,3,2,2,2,4,3.5,4.5,2.25,2.75,2.0,El Ejecutor Imparable,20,Masculino,Estado de Mexico,N/A
28/07/2026 04:43:41,4,3,4,2,5,5,5,1,3,3,3,3,3,3,3,3,1,2,1,4,3.75,5.0,3.0,3.0,1.5,El Ejecutor Imparable,23,Prefiero no decir,Guanajuato,San Luis de la Paz
25/07/2026 15:54:37,3,2,2,4,4,5,4,2,4,4,4,1,3,3,3,3,2,3,2,2,2.25,4.25,4.25,3.0,2.75,El Alma Práctica de la Fiesta,23,Femenino,Guanajuato,Irapuato
08/07/2026 05:03:47,4,5,5,2,2,2,2,4,4,3,4,2,3,3,3,3,3,3,3,2,4.5,2.0,3.75,3.0,3.25,El Explorador Distraído,31,Femenino,Guanajuato,San Luis de la Paz
12/07/2026 11:06:36,4,4,3,1,3,4,3,3,4,3,4,2,4,4,3,3,4,3,3,3,4.0,3.25,3.75,3.5,3.25,El Explorador Distraído,24,Masculino,Guanajuato,Leon
25/07/2026 11:24:02,1,2,2,4,3,4,4,2,3,3,3,3,4,4,4,3,2,2,2,3,1.75,3.75,3.0,3.75,2.25,El Guardián Leal,24,Femenino,Guanajuato,Leon
10/07/2026 16:52:36,4,5,4,2,4,4,4,3,4,5,5,1,4,4,4,2,1,1,1,3,4.25,3.75,4.75,4.0,1.5,El Carismático Estable,19,Masculino,Guanajuato,Celaya
02/08/2026 07:43:17,5,5,5,1,3,3,2,4,4,5,4,1,3,3,3,3,3,3,3,3,5.0,2.5,4.5,3.0,3.0,El Explorador Distraído,33,Femenino,Guanajuato,Salamanca
14/07/2026 01:00:20,4,4,5,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,4.25,2.5,3.0,3.0,3.5,El Explorador Distraído,39,Masculino,Queretaro,N/A
16/07/2026 13:45:06,3,4,4,2,3,3,3,3,4,4,3,2,3,2,3,3,4,4,4,2,3.75,3.0,3.75,2.75,4.0,El Escéptico Emocional,28,Masculino,Guanajuato,Valle de Santiago
24/07/2026 04:59:18,3,4,3,2,3,3,4,4,4,3,3,2,5,4,3,2,3,4,3,3,3.5,3.0,3.5,4.0,3.25,El Buen Corazón Distraído,21,Femenino,Queretaro,N/A
28/07/2026 23:59:14,2,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,5,4,4,2,2.75,3.0,2.75,2.75,4.25,El Preocupado Metódico,18,Otro,Guanajuato,Dolores Hidalgo
20/07/2026 07:11:37,4,3,3,3,3,3,3,4,3,3,3,3,5,3,4,1,5,5,5,2,3.25,2.75,3.0,4.25,4.75,El Sensible Espontáneo,31,Femenino,Guanajuato,Guanajuato
19/07/2026 09:52:57,5,4,5,1,4,4,3,4,3,2,2,4,4,4,4,2,4,3,3,2,4.75,3.25,2.25,4.0,3.5,El Filósofo de Bolsillo,21,Femenino,Guanajuato,Valle de Santiago
